日期,本地时间,服务器时间,交易所时间,万得代码,原始代码,业务发生日(自然日), 委托号, 委托价格, 委托数量, 委托类别, 委托代码, 经纪商编码, 委托状态, 标志
20160913,135448061,135448061,103947000,836686.PT,836686,20160913,99997349,50000,20000,66(B),0( ),720200,49(1),32( )
20160913,135448061,135448061,91500000,836708.PT,836708,20160913,99999940,59400,1000,83(S),0( ),720700,49(1),32( )
20160913,135448061,135448061,92135000,836709.PT,836709,20160913,99999448,251500,10000,83(S),0( ),722500,49(1),32( )
20160913,135448061,135448061,130604000,836713.PT,836713,20160913,99996593,80000,2000,66(B),0( ),723700,49(1),32( )
20160913,135448061,135448061,112318000,836734.PT,836734,20160913,99996815,10000,22000,66(B),0( ),721700,49(1),32( )
20160913,135448061,135448061,101106000,836829.PT,836829,20160913,99997824,100000,1000,66(B),0( ),720200,49(1),32( )
20160913,135448061,135448061,130004000,836855.PT,836855,20160913,99996630,128900,3000,83(S),0( ),721800,49(1),32( )
20160913,135448061,135448061,134621000,836856.PT,836856,20160913,99996124,77900,5000,83(S),0( ),725000,49(1),32( )
20160913,135448061,135448061,130000000,836866.PT,836866,20160913,99996745,35000,10000,83(S),0( ),723400,49(1),32( )
20160913,135448061,135448061,94503000,837003.PT,837003,20160913,99998590,49900,94808,83(S),0( ),725900,49(1),32( )
20160913,135448061,135448061,112241000,837059.PT,837059,20160913,99996818,10000,20000,66(B),0( ),721700,49(1),32( )
20160913,135448061,135448061,103055000,837097.PT,837097,20160913,99997486,6000,3000,66(B),0( ),720100,49(1),32( )
20160913,135448061,135448061,91500000,837109.PT,837109,20160913,99999851,120000,10000,83(S),0( ),723300,49(1),32( )
20160913,135448061,135448061,134005000,837141.PT,837141,20160913,99996187,357100,50000,83(S),0( ),720100,49(1),32( )
20160913,135448061,135448061,131438000,837204.PT,837204,20160913,99996480,200,30000,66(B),0( ),721000,49(1),32( )
20160913,135448061,135448061,111434000,837233.PT,837233,20160913,99996898,100000,10000,83(S),0( ),721700,49(1),32( )
20160913,135448061,135448061,101937000,837314.PT,837314,20160913,99997681,38800,3000,83(S),0( ),721300,49(1),32( )
20160913,135448061,135448061,132823000,837416.PT,837416,20160913,99996328,30000,100000,66(B),0( ),720800,49(1),32( )
20160913,135448061,135448061,133324000,837421.PT,837421,20160913,99996274,102800,1000,83(S),0( ),721700,49(1),32( )
20160913,135448061,135448061,95056000,837461.PT,837461,20160913,99998369,100,20000,66(B),0( ),727700,49(1),32( )
20160913,135448061,135448061,94728000,837470.PT,837470,20160913,99998501,43000,10000,66(B),0( ),721800,49(1),32( )
20160913,135448061,135448061,130003000,837480.PT,837480,20160913,99996639,800000,10000,83(S),0( ),721800,49(1),32( )
20160913,135448061,135448061,101334000,837504.PT,837504,20160913,99997768,201200,2000,83(S),0( ),721800,49(1),32( )
20160913,135448061,135448061,105556000,837638.PT,837638,20160913,99997143,340000,1000,83(S),0( ),726200,49(1),32( )
20160913,135448061,135448061,95330000,837675.PT,837675,20160913,99998292,99900,1000,83(S),0( ),722300,49(1),32( )
20160913,135448061,135448061,132655000,837858.PT,837858,20160913,99996345,250000,10000,83(S),0( ),721300,49(1),32( )
20160913,135448061,135448061,132933000,837914.PT,837914,20160913,99996310,25800,80000,66(B),0( ),720800,49(1),32( )
20160913,135448061,135448061,91500000,837960.PT,837960,20160913,99999956,120000,10000,83(S),0( ),723400,49(1),32( )
20160913,135448062,135448062,131916000,838075.PT,838075,20160913,99996442,66800,8000,66(B),0( ),720800,49(1),32( )
20160913,135448062,135448062,132406000,838220.PT,838220,20160913,99996383,120000,5000,83(S),0( ),726000,49(1),32( )
20160913,135448062,135448062,92849000,838282.PT,838282,20160913,99999307,81800,1000,83(S),0( ),721500,49(1),32( )
20160913,135448062,135448062,131902000,838349.PT,838349,20160913,99996445,51500,5000,83(S),0( ),720800,49(1),32( )
20160913,135448062,135448062,134122000,838393.PT,838393,20160913,99996167,85000,1000,83(S),0( ),723200,49(1),32( )
20160913,135448062,135448062,95143000,838399.PT,838399,20160913,99998345,200,50000,66(B),0( ),727700,49(1),32( )
20160913,135448062,135448062,105902000,838495.PT,838495,20160913,99997098,87700,40000,83(S),0( ),721300,49(1),32( )
20160913,135448062,135448062,102550000,838517.PT,838517,20160913,99997577,80000,10000,83(S),0( ),721000,49(1),32( )
20160913,135448062,135448062,131848000,838546.PT,838546,20160913,99996447,700000,1000,83(S),0( ),721300,49(1),32( )
20160913,135448062,135448062,130001000,838608.PT,838608,20160913,99996685,15000,20000,83(S),0( ),726100,49(1),32( )
20160913,135448062,135448062,102536000,838677.PT,838677,20160913,99997582,23500,50000,83(S),0( ),727600,49(1),32( )
20160913,135448062,135448062,131510000,838680.PT,838680,20160913,99996474,22000,68000,66(B),0( ),720800,49(1),32( )
20160913,135448062,135448062,91500000,838849.PT,838849,20160913,99999927,46000,1000,83(S),0( ),728000,49(1),32( )
20160913,135448062,135448062,93803000,838865.PT,838865,20160913,99998901,105800,2000,83(S),0( ),722600,49(1),32( )
20160913,135448062,135448062,111338000,839181.PT,839181,20160913,99996908,120000,8000,83(S),0( ),721100,49(1),32( )
20160913,135448282,135448282,135413000,831450.PT,831450,20160913,99996040,35600,50000,66(B),0( ),720800,49(1),32( )
20160913,135448282,135448282,135414000,832469.PT,832469,20160913,99996039,77700,1000,83(S),0( ),722200,49(1),32( )
20160913,135448282,135448282,135415000,430207.PT,430207,20160913,99996038,89600,1000,83(S),0( ),725000,49(1),32( )
20160913,135448282,135448282,135420000,833840.PT,833840,20160913,99996037,40100,100000,66(B),0( ),725900,49(1),32( )
20160913,135448282,135448282,135424000,832196.PT,832196,20160913,99996036,29100,8000,66(B),0( ),721100,49(1),32( )
20160913,135448282,135448282,135428000,831796.PT,831796,20160913,99996035,9700,1000,66(B),0( ),723300,49(1),32( )
20160913,135448282,135448282,135428000,833840.PT,833840,20160913,99996034,36500,50000,66(B),0( ),720800,49(1),32( )
